Blood(T_helper_naive_cells)	Brain(Germinal_Matrix)	Heart(Right_Atrium)
FAM217A	0.758	0.05	0.0
FAM217B	10.254	7.077	5.908
FAM218A	0.846	4.938	0.457
FAM219A	8.218	76.879	20.667
FAM219B	17.726	34.945	29.866
FAM220A	4.799	19.463	14.543
FAM220BP	0.0	0.007	0.0
FAM221A	2.274	2.224	1.069
FAM221B	0.011	0.032	0.027
FAM222A	0.216	13.283	12.724
FAM222B	9.33	29.875	11.12
FAM227A	0.042	1.531	0.18
FAM227B	1.806	0.285	1.853
FAM228A	0.121	0.87	1.281
FAM228B	5.389	7.182	6.721
FAM229B	1.53	15.213	21.79
FAM231A	0.038	0.0	0.0
FAM234A	9.001	19.142	60.544
FAM234B	0.892	6.253	0.86
FAM24A	0.0	0.0	0.0
FAM24B	8.765	3.786	0.626
FAM25A	0.007	0.009	0.0
FAM25G	0.0	0.029	0.024
FAM26D	0.021	0.0	0.048
FAM26E	0.0	0.029	1.447
FAM26F	7.784	1.047	2.04
FAM27C	0.0	1.314	0.7
FAM27E5	0.0	0.0	0.0
FAM30A	0.714	0.0	0.0
FAM32A	69.297	71.458	44.562
FAM35A	16.931	2.571	7.0
FAM35BP	1.853	2.291	0.99
FAM3A	9.916	9.605	18.874
FAM3B	0.012	0.083	0.079
FAM3C	6.272	7.397	21.624
FAM3D	0.0	0.009	0.144
FAM43A	0.205	1.718	10.146
FAM43B	0.0	3.252	1.501
FAM45A	4.224	2.575	3.038
FAM46A	7.308	0.691	15.29
FAM46B	0.0	0.0	29.332
FAM46C	11.486	0.619	10.807
FAM46D	0.0	0.0	0.0
FAM47A	0.0	0.0	0.0
FAM47B	0.0	0.0	0.0
FAM47C	0.0	0.021	0.0
FAM47E	0.054	0.47	21.89
FAM49A	0.612	5.251	1.297
FAM49B	20.363	10.972	3.759
FAM50A	16.179	36.906	44.742
FAM50B	3.139	11.426	15.483
FAM53A	0.264	0.202	0.632
FAM53B	19.466	16.527	37.812
FAM53C	20.449	13.496	11.365
FAM57A	0.267	11.046	1.707
FAM57B	0.019	105.281	0.029
FAM60A	27.622	10.366	4.031
FAM64A	0.109	47.466	0.175
FAM65A	11.503	77.928	35.422
FAM65B	189.085	17.044	0.42
FAM65C	3.672	2.605	7.648
FAM69A	10.428	5.481	5.055
FAM69B	3.932	34.166	27.64
FAM69C	0.0	10.637	4.986
FAM71A	0.018	0.0	0.075
FAM71B	0.018	0.0	0.0
FAM71C	0.0	0.0	0.0
FAM71D	0.128	0.111	0.031
FAM71E1	1.708	5.259	2.809
FAM71E2	0.0	0.0	0.0
FAM71F1	0.018	0.157	0.056
FAM71F2	1.676	2.53	1.533
FAM72A	0.094	2.188	0.291
FAM72B	0.149	2.133	0.228
FAM72D	0.336	1.838	0.138
FAM76A	7.215	1.64	4.069
FAM76B	23.709	9.741	3.04
FAM78A	36.448	0.717	41.617
FAM78B	0.021	3.12	2.327
FAM81A	0.015	1.216	0.478
FAM81B	0.428	0.057	3.257
FAM83A	0.18	0.0	0.0
FAM83B	0.0	0.0	1.716
FAM83C	0.0	0.0	0.0
FAM83D	1.685	20.907	0.637
FAM83E	0.037	0.0	0.048
FAM83F	0.271	0.024	3.107
FAM83G	0.644	0.188	11.328
FAM83H	3.25	0.559	1.412
FAM84A	0.0	9.493	0.921
FAM84B	14.197	9.662	6.666
FAM86B1	1.094	0.298	0.22
FAM86B2	1.163	0.449	0.195
FAM86B3P	1.976	0.726	0.25
FAM86C1	1.25	0.711	1.308
FAM89A	1.892	1.186	5.091
FAM89B	15.911	197.37	35.212
FAM8A1	26.406	16.886	14.293
FAM90A1	1.082	0.181	0.087
FAM90A26	0.035	0.0	0.0
FAM90A27P	0.0	0.0	0.0
FAM91A1	25.064	4.326	4.365
FAM92A	1.629	3.88	6.28
FAM92B	0.008	0.015	0.03
FAM96A	10.148	16.61	29.277
FAM96B	41.275	152.126	165.433
FAM98A	5.936	7.804	24.582
FAM98B	3.215	4.84	9.623
FAM98C	12.934	13.9	9.225
FAM9A	0.0	0.0	0.0
FAM9B	0.006	0.004	0.0
FAM9C	0.009	0.0	0.014
FAN1	20.806	9.924	11.876
FANCA	20.936	10.961	0.649
FANCB	0.766	1.095	0.117
FANCC	2.63	3.632	1.022
FANCD2	7.42	4.099	0.352
FANCD2OS	1.916	0.006	0.0
FANCE	2.834	9.721	2.215
FANCF	5.887	6.509	4.163
FANCG	5.584	16.278	1.528
FANCI	6.997	12.222	0.912
FANCL	3.267	13.572	7.687
FANCM	2.269	1.285	0.776
FANK1	0.082	0.392	0.149
FAP	0.0	0.085	0.068
FAR1	15.846	9.951	10.393
FAR2	2.719	2.817	0.7
FARP1	1.091	50.568	6.226
FARP2	2.67	2.678	1.81
FARS2	13.634	13.675	11.393
FARSA	13.294	39.911	38.399
FARSB	17.341	24.16	12.987
FAS	4.184	1.293	1.588
FASLG	0.159	0.0	0.06
FASN	16.91	73.749	49.434
FASTK	36.972	25.405	51.396
FASTKD1	4.695	3.94	15.494
FASTKD2	14.696	4.389	9.991
FASTKD3	3.579	3.441	3.061
FASTKD5	53.751	6.178	17.748
FAT1	0.021	9.738	6.198
FAT2	0.153	0.258	0.006
FAT3	0.014	2.456	0.127
FAT4	0.026	1.117	3.177
FATE1	0.0	0.079	0.192
FAU	352.786	289.436	243.763
FAXC	0.0	17.369	0.262
FAXDC2	0.968	8.114	10.195
FBF1	9.333	2.554	3.109
FBL	207.468	263.314	42.642
FBLIM1	0.037	2.781	64.814
FBLN1	0.0	46.949	97.537
FBLN2	0.106	1.333	117.055
FBLN5	1.681	7.455	57.422
FBLN7	2.491	2.169	0.4
FBN1	0.225	1.417	8.653
FBN2	0.037	0.562	1.268
FBN3	0.022	8.577	0.005
FBP1	6.659	0.613	1.66
FBP2	0.0	0.076	0.065
FBRS	36.314	15.591	15.039
FBRSL1	19.995	20.093	15.684
FBXL12	19.283	15.641	11.66
FBXL13	0.597	0.202	0.066
FBXL14	19.212	26.435	4.727
FBXL15	4.678	7.396	12.198
FBXL16	10.092	61.27	0.258
FBXL17	7.021	4.106	7.764
FBXL18	2.552	3.56	2.075
FBXL19	4.257	13.614	6.389
FBXL2	0.51	6.979	0.73
FBXL20	16.106	9.516	3.572
FBXL22	1.341	0.374	10.216
FBXL3	48.038	14.669	13.753
FBXL4	9.639	6.216	8.575
FBXL5	36.987	22.568	36.444
FBXL6	8.48	9.512	3.476
FBXL7	0.0	36.11	9.374
FBXL8	1.441	1.373	5.616
FBXO10	1.65	8.523	4.439
FBXO11	27.225	21.531	12.808
FBXO15	1.573	0.645	0.198
FBXO16	23.417	14.986	5.771
FBXO18	18.801	9.979	23.747
FBXO2	1.986	5.995	9.446
FBXO21	14.493	37.819	15.084
FBXO22	3.613	5.071	6.968
FBXO24	1.056	0.092	0.222
FBXO25	9.349	8.703	8.502
FBXO27	0.176	6.062	7.95
FBXO28	11.575	8.401	7.237
FBXO3	22.309	8.526	6.278
FBXO30	2.358	9.36	13.766
FBXO31	14.107	11.124	19.775
FBXO32	21.916	2.612	60.103
FBXO33	47.926	2.752	4.46
FBXO34	11.92	6.08	7.483
FBXO36	1.12	2.272	0.592
FBXO38	16.057	5.339	6.814
FBXO39	0.322	0.017	0.112
FBXO4	6.759	1.56	2.785
FBXO40	2.104	0.014	80.709
FBXO41	17.391	10.343	1.646
FBXO42	9.031	12.256	6.146
FBXO43	0.033	0.823	0.029
FBXO44	26.112	25.709	13.057
FBXO45	1.112	4.216	3.077
FBXO46	9.472	13.745	9.569
FBXO47	0.0	0.0	0.023
FBXO48	0.726	0.948	0.836
FBXO5	2.092	9.534	0.65
FBXO6	2.474	4.307	8.091
FBXO7	47.52	9.546	9.114
FBXO8	8.918	8.713	14.583
FBXO9	16.987	4.907	8.511
FBXW10	0.012	0.115	0.165
FBXW11	10.584	20.011	14.231
FBXW12	0.006	0.267	0.02
FBXW2	20.894	7.511	9.084
FBXW4	23.663	8.21	41.473
FBXW5	21.136	40.851	107.791
FBXW7	14.497	6.741	10.517
FBXW8	13.125	13.383	3.195
FBXW9	2.216	9.646	2.03
FCAMR	0.008	0.0	0.0
FCAR	1.632	0.011	0.11
FCER1A	1.181	0.0	0.0
FCER1G	5.56	10.233	13.78
FCER2	0.132	0.043	0.102
FCF1	13.642	8.041	15.806
FCGR1A	0.043	1.503	0.404
FCGR1B	0.092	0.528	0.533
FCGR2A	0.298	2.46	2.215
FCGR2B	0.118	0.082	1.006
FCGR3A	0.958	4.586	10.768
FCGR3B	0.065	0.409	0.275
FCGRT	19.915	27.491	52.173
FCHO1	29.73	22.179	0.322
FCHO2	0.41	8.351	6.515
FCHSD1	32.87	2.337	1.776
FCHSD2	27.005	20.167	10.079
FCMR	300.434	0.181	0.432
FCN1	2.86	0.0	0.539
FCN2	0.0	0.098	0.528
FCN3	0.001	0.067	39.97
FCRL1	1.86	0.0	0.0
FCRL2	0.199	0.0	0.0
FCRL3	1.366	0.0	0.008
FCRL4	0.0	0.0	0.0
FCRL5	0.109	0.0	0.003
FCRL6	0.241	0.011	0.098
FCRLA	0.053	0.013	0.078
FCRLB	0.051	0.385	0.537
FDCSP	0.0	0.0	0.02
FDFT1	35.54	50.193	21.952
FDPS	15.512	30.566	30.311
FDX1	7.641	4.124	19.804
FDXACB1	2.997	1.035	0.984
FDXR	1.924	2.782	6.641
FECH	3.975	3.516	7.51
FEM1A	13.217	9.217	60.213
FEM1B	25.953	18.638	15.437
FEM1C	25.88	13.481	9.582
FEN1	5.481	5.453	4.293
FER	2.585	7.795	1.596
FER1L6	0.007	0.005	0.064
FERD3L	0.0	0.022	0.0
FERMT1	0.02	1.213	0.42
FERMT2	0.122	17.36	18.244
FERMT3	32.937	2.012	2.884
FES	1.463	2.326	8.824
FETUB	0.0	0.0	0.034
FEV	0.0	0.0	0.011
FEZ1	0.044	97.163	13.766
FEZ2	1.611	8.614	14.354
FEZF1	0.0	5.474	0.0
FEZF2	0.0	2.943	0.0
FFAR1	0.047	0.0	0.001
FFAR2	0.0	0.0	0.106
FFAR3	0.026	0.819	0.028
FFAR4	0.0	0.0	0.145
FGA	0.0	0.0	0.361
FGB	0.0	0.0	0.462
FGD1	2.58	33.683	5.656
FGD2	0.208	0.462	1.441
FGD3	83.481	43.889	0.764
FGD4	0.164	3.246	2.626
FGD5	0.092	0.431	6.722
FGD6	0.692	2.831	3.085
FGF1	0.0	5.683	16.928
FGF10	0.0	0.103	0.326
FGF11	1.905	10.597	30.03
FGF12	0.0	4.035	52.216
FGF13	0.016	14.766	3.664
FGF14	0.0	2.852	0.144
FGF16	0.0	0.128	0.052
FGF17	0.091	3.797	0.263
FGF18	0.133	0.249	1.317
FGF19	0.0	0.023	0.0
FGF2	0.147	1.511	3.897
FGF20	0.0	0.033	0.02
FGF21	0.0	0.0	0.026
FGF22	0.021	0.163	0.172
FGF23	0.014	0.3	0.737
FGF3	0.0	0.0	0.0
FGF4	0.0	0.0	0.0
FGF5	0.004	0.047	0.004
FGF6	0.0	0.0	0.0
FGF7	0.026	0.118	10.678
FGF8	0.041	0.0	0.028
FGF9	0.393	3.029	3.23
FGFBP1	0.0	0.042	0.059
FGFBP2	2.205	1.964	17.513
FGFBP3	1.897	15.375	0.487
FGFR1	1.851	6.39	23.935
FGFR1OP	6.581	6.656	3.85
FGFR1OP2	9.053	5.904	12.026
FGFR2	0.0	9.924	2.443
FGFR3	0.017	30.422	4.182
FGFR4	0.768	3.454	0.935
FGFRL1	6.731	40.163	16.213
FGG	0.0	0.001	0.305
FGGY	0.66	1.25	1.759
FGL1	0.0	0.077	0.075
FGL2	0.697	0.086	9.061
FGR	3.211	0.544	2.428
FH	12.14	18.967	192.611
FHAD1	0.002	0.126	0.065
FHDC1	0.078	1.202	0.296
FHIT	68.257	1.196	3.481
FHL1	6.578	77.492	198.411
FHL2	0.238	1.022	92.187
FHL3	7.144	9.275	7.336
FHL5	0.0	0.059	0.577
FHOD1	7.368	5.208	10.309
FHOD3	0.343	10.167	63.127
FIBCD1	0.085	1.01	0.239
FIBIN	0.0	6.126	11.702
FIBP	7.432	27.855	12.895
FICD	1.987	0.664	1.437
FIG4	5.668	14.11	5.846
FIGLA	0.0	0.0	0.124
FIGN	0.017	5.178	3.046
FIGNL1	6.814	5.023	2.002
FILIP1	0.106	1.239	24.8
FILIP1L	1.111	1.07	22.875
FIP1L1	10.169	15.331	7.434
FIS1	29.587	56.394	92.736
FITM1	1.712	0.487	161.391
FITM2	5.579	2.925	63.926
FIZ1	2.867	14.805	12.234
FJX1	0.0	15.628	0.851
FKBP10	0.022	16.943	14.758
FKBP11	17.807	5.188	2.204
FKBP14	2.424	2.058	3.997
FKBP15	8.38	7.62	5.362
FKBP1A	31.202	50.854	76.482
FKBP1B	0.077	30.652	2.22
FKBP1C	7.463	24.207	5.213
FKBP2	4.014	12.175	56.724
FKBP3	17.937	41.995	104.625
FKBP4	9.63	71.992	32.173
FKBP5	66.294	0.471	30.794
FKBP6	1.521	0.022	0.0
FKBP7	0.352	9.168	5.309
FKBP8	113.827	247.624	267.532
FKBP9	0.58	9.578	32.372
FKBPL	0.623	3.017	3.419
FKRP	9.451	4.643	11.541
FKTN	9.552	5.055	2.236
FLAD1	8.895	10.947	10.217
FLCN	10.041	5.855	9.297
FLG	0.017	0.022	0.055
FLG2	0.0	0.0	0.004
FLI1	20.439	1.108	5.288
FLII	44.65	26.273	41.025
FLNA	142.765	106.235	90.541
FLNB	29.458	3.275	9.984
FLNC	0.005	10.605	248.242
FLOT1	27.709	60.314	154.483
FLOT2	95.854	74.437	43.181
FLRT1	0.201	28.299	1.825
FLRT2	0.0	15.878	2.585
FLRT3	0.0	3.625	0.189
FLT1	0.359	2.677	16.531
FLT3	0.942	0.056	0.1
FLT3LG	162.577	1.878	5.279
FLT4	1.892	0.593	2.83
FLVCR1	5.977	5.463	0.977
FLVCR2	0.769	1.229	1.194
FLYWCH1	46.575	18.175	17.489
FLYWCH2	6.251	30.494	36.974
FMC1	2.267	11.41	43.947
FMN1	8.386	0.045	0.225
FMN2	0.0	4.536	0.054
FMNL1	143.389	4.669	6.057
FMNL2	0.598	11.051	5.75
FMNL3	16.193	12.43	4.86
FMO1	0.0	2.0	0.182
FMO2	0.0	0.013	32.338
FMO3	0.0	0.024	1.242
FMO4	2.163	0.394	4.402
FMO5	0.766	0.341	0.488
FMO6P	0.0	0.011	0.018
FMOD	0.052	0.124	32.615
FMR1	23.965	18.134	13.066
FMR1NB	0.075	0.0	0.02
FN1	0.426	29.597	32.804
FN3K	1.05	11.965	18.347
FN3KRP	21.965	16.063	12.94
FNBP1	76.664	18.816	8.282
FNBP1L	0.32	97.931	10.443
FNBP4	91.74	28.773	9.663
FNDC1	0.0	0.299	0.063
FNDC10	1.959	5.083	0.691
FNDC11	0.747	3.776	0.112
FNDC3A	25.661	16.002	8.3
FNDC3B	6.168	2.038	7.812
FNDC4	0.021	37.521	8.916
FNDC5	0.266	10.29	65.044
FNDC7	0.655	0.012	0.025
FNDC8	3.089	0.097	0.0
FNDC9	3.456	1.271	0.045
FNIP1	46.885	5.238	3.851
FNIP2	3.017	3.231	10.722
FNTA	20.543	14.217	11.945
FNTB	9.211	15.331	10.358
FOCAD	7.169	15.332	7.795
FOLH1	0.0	0.489	0.39
FOLR1	0.0	2.991	0.087
FOLR2	0.03	15.152	7.859
FOLR3	0.062	0.01	0.061
FOPNL	13.433	11.188	20.372
FOS	55.168	59.94	94.059
FOSB	11.482	0.398	54.651
FOSL1	0.232	0.291	2.299
FOSL2	13.183	4.953	46.532
FOXA1	0.0	0.0	0.0
FOXA2	0.0	0.0	0.0
FOXA3	0.0	0.014	0.0
FOXB1	0.128	0.901	0.0
FOXB2	0.0	0.0	0.0
FOXC1	0.037	0.965	8.964
FOXC2	0.0	0.392	0.857
FOXD2	0.176	0.027	0.049
FOXD3	0.0	0.0	1.165
FOXD4	0.0	0.304	0.147
FOXD4L1	0.013	0.339	0.067
FOXD4L3	0.016	0.173	0.017
FOXD4L4	0.0	0.068	0.015
FOXD4L5	0.028	0.105	0.0
FOXE1	0.199	0.0	0.006
FOXE3	0.065	0.079	0.0
FOXF1	0.0	0.405	1.23
FOXF2	0.0	4.605	0.439
FOXG1	0.0	411.541	0.337
FOXH1	8.701	1.294	0.19
FOXI1	0.195	0.0	0.0
FOXI2	0.0	0.009	0.033
FOXJ1	0.441	2.921	0.002
FOXJ2	21.186	17.448	9.772
FOXJ3	48.002	26.45	11.515
FOXK1	26.254	5.456	9.759
FOXK2	9.792	17.727	13.217
FOXL1	0.0	0.28	0.884
FOXL2	0.0	0.044	0.0
FOXL2NB	0.0	0.025	0.0
FOXM1	7.5	43.795	0.127
FOXN1	0.0	0.0	0.0
FOXN2	15.238	4.356	4.776
FOXN3	45.307	41.155	21.495
FOXN3-AS1	2.437	0.733	6.645
FOXN4	0.065	11.277	0.007
FOXO1	54.904	7.841	7.88
FOXO3	7.745	26.581	17.091
FOXO4	7.459	6.132	29.224
FOXO6	0.036	63.808	1.168
FOXP1	58.604	9.306	5.501
FOXP2	0.0	5.011	0.256
FOXP3	7.906	0.3	0.052
FOXP4	2.264	20.228	10.856
FOXQ1	0.0	1.157	0.015
FOXR1	0.369	0.114	0.0
FOXR2	0.015	0.0	0.0
FOXRED1	6.046	8.676	12.218
FOXRED2	1.344	16.485	2.754
FOXS1	0.0	2.017	2.715
FPGS	28.153	13.275	15.482
FPGT	1.52	2.691	6.133
FPGT-TNNI3K	0.899	1.066	12.486
FPR1	1.114	7.291	1.326
FPR2	0.06	0.013	0.058
FPR3	0.0	0.067	1.761
FRA10AC1	6.197	3.854	7.323
FRAS1	0.0	1.256	0.769
FRAT1	8.178	2.303	2.937
FRAT2	10.261	3.783	3.579
FREM1	0.016	0.385	1.563
FREM2	0.0	2.435	0.026
FREM3	0.044	0.041	0.017
FRG1	30.287	24.102	16.324
FRG1BP	17.413	8.874	8.711
FRG2	0.0	0.0	0.0
FRG2B	0.0	0.0	0.0
FRG2C	0.021	0.0	0.0
FRK	0.029	0.01	1.248
FRMD1	0.0	0.001	0.046
FRMD3	0.535	1.822	13.934
FRMD4A	1.749	16.16	4.343
FRMD4B	0.693	4.348	3.269
FRMD5	0.313	7.815	8.969
FRMD6	0.149	0.426	1.687
FRMD7	0.017	0.104	0.038
FRMD8	11.921	3.277	8.543
FRMPD1	0.06	1.082	0.491
FRMPD2	0.054	0.089	0.636
FRMPD3	0.03	4.13	0.041
FRMPD4	0.0	0.739	0.443
FRRS1	0.124	0.194	0.913
FRS2	9.797	9.901	4.741
FRS3	1.951	13.116	4.336
FRY	3.39	8.952	13.62
FRYL	20.642	6.963	4.034
FRZB	0.007	15.415	3.011
FSCB	0.0	0.0	0.0
FSCN1	1.283	211.717	7.132
FSCN2	0.373	0.839	0.385
FSCN3	3.981	6.295	6.57
FSD1	1.105	26.911	0.025
FSD1L	0.102	6.331	0.768
FSD2	0.614	0.002	26.423
FSHB	0.022	0.0	0.0
FSHR	0.0	0.0	0.128
FSIP1	0.051	0.248	0.206
FSIP2	0.165	0.127	0.045
FST	0.366	2.691	2.751
FSTL1	0.047	18.675	94.826
FSTL3	0.947	1.964	60.979
FSTL4	0.419	0.525	0.006
FSTL5	0.0	8.172	0.013
FTCD	0.984	0.151	0.591
FTH1	275.356	1092.61	637.537
FTHL17	0.0	0.0	0.0
FTL	724.14	2002.27	1319.64
FTMT	0.0	0.0	0.0
FTO	5.796	12.969	4.63
FTSJ1	20.635	29.677	10.141
FTSJ3	15.032	15.724	14.48
FUBP1	55.394	64.938	16.849
FUBP3	15.348	12.159	11.639
FUCA1	3.434	4.334	15.684
FUCA2	3.315	9.694	23.452
FUK	11.003	2.573	3.727
FUNDC1	3.741	8.485	30.37
FUNDC2	4.001	13.014	31.105
FUOM	3.485	3.176	11.768
FURIN	27.112	14.543	58.883
FUS	149.449	81.547	58.353
FUT1	0.01	0.186	2.81
FUT10	1.371	2.162	1.215
FUT11	3.836	4.489	6.995
FUT2	0.399	0.042	0.063
FUT3	0.319	0.005	0.013
FUT4	3.599	1.213	1.317
FUT5	13.171	33.212	172.272
FUT6	0.025	0.007	0.0
FUT7	0.25	0.098	0.084
FUT8	8.14	11.93	2.333
FUT9	0.0	6.997	0.0
FUZ	6.552	21.39	13.379
FXN	8.633	1.486	9.181
FXR1	27.539	31.715	41.984
FXR2	6.864	23.289	74.214
FXYD2	1.945	0.984	0.466
FXYD3	0.0	0.808	1.751
FXYD4	0.056	0.018	0.0
FXYD5	219.477	1.484	8.597
FXYD6	0.035	460.326	17.947
FXYD7	5.159	10.248	0.11
FYB	276.222	1.064	0.466
FYCO1	10.386	1.519	49.966
FYN	81.287	31.059	10.184
FYTTD1	30.348	16.605	24.894
FZD1	0.139	4.546	25.91
FZD10	0.0	0.375	0.153
FZD2	0.021	70.597	2.54
FZD3	1.445	14.898	0.877
FZD4	0.011	0.594	16.091
FZD5	0.051	0.57	1.492
FZD6	3.866	0.557	7.707
FZD7	0.028	4.81	9.048
FZD8	0.054	14.818	8.341
FZD9	0.064	0.676	0.166
FZR1	37.236	48.13	15.698
G0S2	1.542	8.817	357.816
G2E3	11.625	6.586	1.87
G3BP1	30.83	9.217	11.299
G3BP2	71.113	13.991	14.124
G6PC	0.0	0.0	0.0
G6PC2	0.0	0.0	0.007
G6PC3	9.781	60.837	47.194
G6PD	15.636	28.99	7.117
GAA	15.974	20.827	32.261
GAB1	0.204	18.794	7.544
GAB2	1.485	25.555	6.778
GAB3	3.156	0.448	4.498
GAB4	0.0	0.015	0.015
GABARAP	114.348	654.755	299.12
GABARAPL1	28.055	20.007	101.264
GABARAPL2	43.332	189.84	216.732
GABARAPL3	0.0	0.0	0.0
GABBR1	28.907	69.308	12.335
GABBR2	0.0	10.953	0.004
GABPA	18.937	6.174	10.891
GABPB1	20.486	13.529	5.026
GABPB2	15.262	2.414	5.781
GABRA1	0.0	1.489	0.0
GABRA2	0.0	2.227	0.061
GABRA3	0.0	14.54	0.005
GABRA4	0.0	0.154	0.088
GABRA5	0.0	5.217	0.184
GABRA6	0.0	0.015	0.0
GABRB1	0.0	3.028	0.427
GABRB2	0.005	1.971	0.027
GABRB3	0.0	11.974	3.166
GABRD	0.0	4.057	0.3
GABRE	0.0	0.652	2.707
GABRG1	0.0	0.661	0.0
GABRG2	0.0	4.685	0.01
GABRG3	0.0	1.064	0.0
GABRP	0.0	0.0	0.059
GABRR1	0.051	0.002	0.006
GABRR2	0.627	0.255	0.341
GAD1	0.005	54.439	0.008
GAD2	0.0	71.989	0.0
GADD45A	29.136	7.366	15.264
GADD45B	31.155	6.552	168.637
GADD45G	0.26	84.474	114.716
GADD45GIP1	26.788	55.001	151.261
GADL1	0.0	0.031	0.003
GAGE1	0.0	0.0	0.0
GAGE10	0.172	0.0	0.021
GAGE12B	0.0	0.0	0.0
GAGE12C	0.0	0.0	0.0
GAGE12D	0.0	0.0	0.0
GAGE12E	0.0	0.0	0.0
GAGE12F	0.041	0.0	0.0
GAGE12G	0.0	0.0	0.0
GAGE12H	0.0	0.0	0.0
GAGE12J	0.0	0.0	0.0
GAGE2A	0.0	0.0	0.0
GAK	17.373	10.688	6.679
GAL	0.0	0.174	0.141
GAL3ST1	0.057	2.806	0.367
GAL3ST2	0.142	0.352	0.139
GAL3ST3	0.0	8.367	7.691
GAL3ST4	23.569	24.177	1.302
GALC	4.47	4.891	5.339
GALE	1.857	5.601	3.553
GALK1	1.723	6.691	13.026
GALK2	2.921	3.964	4.939
GALM	5.4	3.239	12.672
GALNS	15.533	11.106	13.438
GALNT1	14.067	14.239	18.632
GALNT10	8.348	1.394	2.172
GALNT11	8.32	4.707	6.248
GALNT12	10.73	0.372	0.344
GALNT13	0.036	5.433	0.266
GALNT14	0.137	8.903	0.062
GALNT15	0.004	0.471	7.017
GALNT16	0.028	8.038	16.437
GALNT18	0.012	2.469	13.634
GALNT2	6.071	10.569	16.82
GALNT3	1.818	0.498	0.169
GALNT4	3.513	0.55	2.949
GALNT5	0.396	0.031	0.307
GALNT6	2.815	0.085	0.229
GALNT7	3.212	2.374	2.266
GALNT8	0.09	7.738	1.717
GALNT9	0.179	0.753	0.026
GALNTL5	0.0	0.0	0.011
GALNTL6	0.002	0.899	0.0
GALP	0.0	3.386	0.0
GALR1	0.0	0.429	0.0
GALR2	0.864	0.124	0.03
GALR3	0.0	0.096	0.0
GALT	51.067	10.275	15.726
GAMT	9.572	35.193	73.066
GANAB	102.675	58.596	50.928
GANC	10.558	4.71	4.223
GAP43	0.082	117.788	0.717
GAPDH	263.35	2197.02	1924.98
GAPDHS	5.196	0.13	0.133
GAPT	0.118	0.026	0.077
GAPVD1	16.523	4.863	3.72
GAR1	6.624	3.314	7.068
GAREM1	0.116	2.287	2.857
GAREM2	1.407	33.977	1.463
GARNL3	0.204	3.355	2.26
GARS	21.154	20.72	17.87
GART	8.741	9.79	4.808
GAS1	0.015	11.976	17.785
GAS2	1.012	0.185	1.052
GAS2L1	0.187	13.363	9.85
GAS2L3	0.019	31.569	0.95
GAS6	5.595	9.826	166.239
GAS7	1.706	5.27	31.592
GAS8	3.122	7.857	9.204
GAS8-AS1	0.99	0.057	0.092
GAST	0.0	0.0	0.0
GATA1	0.41	0.3	0.0
GATA2	0.383	0.252	10.235
GATA3	26.131	0.12	1.36
GATA4	0.0	0.0	53.221
GATA5	0.0	0.005	1.761
GATA6	0.0	0.022	58.215
GATAD1	16.456	7.359	12.005
GATAD2A	24.972	14.432	8.771
GATAD2B	37.201	33.381	8.431
GATB	1.293	1.488	16.684
GATC	14.78	9.932	6.664
GATM	0.022	37.769	6.111
GATSL3	8.617	6.096	3.788
GBA	6.663	9.889	9.805
GBA2	13.415	24.021	38.672
GBAP1	4.345	11.157	2.868
GBAS	16.838	17.889	76.312
GBE1	3.186	3.16	24.143
GBF1	39.165	35.123	19.521
GBGT1	0.282	0.635	4.293
GBP1	7.69	0.037	3.192
GBP2	55.453	0.059	6.083
GBP3	10.149	0.226	2.969
GBP4	19.326	0.134	7.055
GBP5	39.091	0.021	0.187
GBP6	0.184	0.114	0.052
GBP7	0.058	0.0	0.037
GBX1	0.0	0.049	0.201
GBX2	0.0	0.256	0.0
GC	0.0	0.0	0.058
GCA	5.789	10.787	4.175
GCAT	1.12	6.245	13.452
GCC1	13.844	2.156	3.46
GCC2	32.008	2.633	2.777
GCDH	14.042	11.587	21.022
GCFC2	7.457	3.8	3.179
GCG	0.0	0.006	0.014
GCGR	0.012	0.041	0.013
GCH1	9.756	0.488	2.138
GCHFR	8.45	1.505	5.827
GCK	0.432	1.558	5.55
GCKR	0.0	0.215	0.293
GCLC	4.517	1.74	4.207
GCLM	3.525	1.642	4.301
GCM1	0.131	0.031	0.0
GCM2	0.138	0.016	0.0
GCN1	34.596	19.952	9.399
GCNA	3.861	0.391	0.751
GCNT1	0.242	0.079	0.756
GCNT2	0.371	5.662	1.562
GCNT3	0.055	0.049	0.017
GCNT4	15.254	0.103	0.136
GCNT6	0.052	0.711	0.01
GCNT7	2.146	0.0	0.017
GCOM1	11.745	8.428	259.472
GCSAM	5.339	0.015	0.015
GCSAML	0.202	0.149	0.009
GCSH	0.483	6.345	7.701
GDA	0.002	0.14	0.052
GDAP1	1.863	23.822	1.923
GDAP1L1	0.193	123.699	0.607
GDAP2	5.112	4.174	1.847
GDE1	10.361	19.112	56.525
GDF1	0.082	65.802	0.677
GDF11	4.096	10.366	14.066
GDF15	0.054	0.872	0.248
GDF3	0.0	0.023	0.277
GDF5	0.049	0.353	0.043
GDF5OS	0.01	0.033	0.0
GDF6	0.012	0.046	3.0
GDF7	0.094	0.0	0.156
GDF9	1.585	0.84	0.5
GDI1	43.513	389.705	40.046
GDI2	42.666	74.604	32.867
GDNF	0.0	0.138	0.141
