gene	sample_1	sample_2	sample_3
LINC00397	0.0119655365	0.0080494285	0.09567476
LINC00396	0.0001223045	5.18085e-05	0.00012081255
LINC00399	0.00096374552815	0.0011024187	3.7525655e-05
LINC00398	0.00135065	0.0012355825	0.0005480165
SLX1A-SULT1A3	1.8123575	2.4040335	2.0685195
UBE2Q2P4Y	2.8676455	2.2653335	7.657811
AC061975.1	8.7147195	14.24404	13.711675
AC061975.2	10.399185	9.9943235	12.995355
AC061975.3	10.4647	8.690619	8.381841
AC061975.4	20.01036	13.53351	24.47847
AC061975.5	8.4826245	8.5879515	5.628599
AC061975.6	15.727235	11.30564	11.751885
AC061975.7	9.9008435	9.963343	4.981058
AC061975.8	0.7298891	0.6476255	1.9660375
AC061975.9	25.91298	10.48249	8.2574745
RNU6-1111P	8.087091	12.52519	7.5283985
YTHDF1P1	1.602565e-05	0.0001019986	0.00042197013
AC073331.2	31.074005	35.59897	39.81028
AC010145.4	0.0521932375	0.050356226	0.00032685735
AGXT2	0.008551874	0.013958005	0.005063657
AC022142.1	0.47281375	0.7077398	0.52773445
DAB2	9.767537	34.19527	43.44047
DAB1	24.758985	1.495145	8.0461065
CTD-2050I18.1	0.000277465	0.0029224419	0.001077793
C1RL-AS1	1.6236825	2.558828	2.2496245
RP11-356B19.11	0.97806	1.338052	1.6567395
AC007421.1	6.501685	10.0038895	8.687032
CTB-120L21.1	0.0004600018	7.528889e-05	0.0005744147185
RAB5A	16.505215	23.59268	42.80186
RAB28	40.73526	42.64542	32.342565
RAB5C	21.83575	34.82859	27.752435
RAB5B	15.65488	18.39879	21.33229
AC129778.5	0.0005103265	0.00010252785	0.0014048633
HIRAP1	3.98362915e-05	1.0294015e-06	0.00058787985
RP11-389O22.1	0.260028045	0.26886	0.281158
AC139099.5	0.1177121	0.1676243	0.2643584
RP11-775E10.1	1.71077e-05	0.03273418	0.00132993
AC139099.6	0.14776665	0.33291486	0.64238495
AC139099.1	22.764245	11.008675	12.478575
AC139099.3	6.072545	14.667585	13.42254
RP11-578C11.2	8.777194	8.8977895	5.298515
RP11-277P12.9	0.000683393	0.000920617	0.00016484315
THEGL	0.20345828	0.13965233	0.1370203
RP1-137F1.3	8.903835e-05	0.000403034	6.778999e-05
RNU6-1249P	0.0042373375	0.217699445	0.00242038
RP11-118H4.3	0.000687051	0.0001651878	0.000293493
RP11-118H4.1	152.9671	183.34025	177.4434
RP11-583F24.3	0.0041416015	3.466205e-05	0.00029290891
WNT7A	0.03131856	0.028653265	0.01809452
RP11-583F24.5	0.00047902	0.000584705	7.961117e-05
RP11-583F24.6	0.0007291255	0.00192101175	0.0002671885
WNT7B	0.0220832415	0.0143696805	0.039879625
AC008592.8	0.7179607	0.9698081	1.0816885
RP11-343B22.2	0.00010256397	1.63903e-06	0.0004472575
EIF2S3L	42.54291	58.45501	62.753305
RP11-501O2.4	2.689885e-07	9.95119e-06	0.00017922969
RP11-501O2.5	0.0077896885	0.01353082	0.004326583
AC008592.4	0.0014118805	0.0013885695	0.0020991853
RP11-501O2.3	0.02053875	0.004509897	0.0016923085
RP11-501O2.1	4.125285e-05	0.00011601105	5.23676405e-05
AC007567.1	8.655312	8.1604665	8.502206
RP11-427M20.1	0.000511393	0.005370198	0.061812004
RP11-133N21.10	5.000577e-05	0.0483969425	0.08468430815
RP11-133N21.12	12.492975	14.701985	12.03338
AC009960.1	7.536204e-05	0.0039248635	0.001033713
AC009960.2	4.9099e-07	1.2197005e-05	0.00034997517
AC009960.3	0.000472722	0.0004066534	0.0001411122
AC009960.4	0.001000694	0.052256002	0.0004858045
FAHD2CP	16.27359	20.228895	14.59281
AC009960.6	0.00018648455	0.00243162823	0.000266859114
AC009960.7	8.211055e-05	0.00052638355	0.0056518245
OSCAR	0.105498395	0.158404575	0.467546
CSRNP1	2.376776	4.4642345	5.220095
CSRNP2	6.637336	5.5765225	5.8146415
CSRNP3	2.212976	1.964234	3.0608875
OR4C14P	0.000290092465	0.0010105727345	0.00023280945
COX6C	123.5772	132.68495	109.3006
RP11-380D11.2	0.0030131625	0.0122265855	0.0040899595
CTC-345K18.2	1.13249325	1.193777	1.2737725
BUB1	17.272105	11.77246	21.33136
BUB3	31.78236	19.695135	28.40816
CTD-2382H12.2	14.41886	10.0920385	13.829175
AC019055.1	0.0021246055	0.00065056517	0.0007690778
NUPR1	0.73825125	0.7835785	0.67810195
RP11-254F7.1	0.0006903975	0.0014366985	0.00036324995
RP11-254F7.3	0.17754385	0.15781625	0.112602715
RP11-254F7.2	0.9799954	1.4655985	2.2068465
ADSSL1	13.53825	14.38239	15.115415
AC090953.1	1.52424005	0.2348975	0.5320425
NASP	280.77945	111.08695	94.59717
PRR19	0.80067495	0.40339315	0.25956365
RP1-149A16.3	0.015972705	0.05084859	0.06359399
RP11-702L6.1	0.025946082	0.000286026	0.0133049695
AC100756.1	13.530275	14.109875	13.41077
IGKV1OR2-9	0.00199946901	0.0008846005	0.0048164655
RP11-253I19.3	0.0122281575	0.059791227	0.19077783
RP11-212I21.2	0.00191206	0.0022718765	0.0020616295
TMEM133	16.42639	5.1780845	4.208079
TMEM130	0.8671113	0.43109845	0.50739355
TMEM131	9.2972655	10.69909	10.686655
TMEM136	3.833301	4.7881835	4.3429495
TMEM134	23.54427	24.94579	28.561855
TMEM135	110.80615	94.938975	113.29485
TMEM138	14.90742	15.307315	14.08859
TMEM139	0.24096755	0.54633415	0.65185295
FOXE1	0.011570365	0.00553519955	0.00467536615
FOXE3	0.000620998	0.025095425	0.008750716
DPRXP1	0.000577746	0.00110234	0.0002169891
RP11-313I2.6	0.003717338	0.3387882825	0.214609135
RP11-646J21.7	0.0006646003	0.002073379	0.00040295325
RP11-646J21.6	0.0028742555	0.0038018265	0.0009323435
RP11-646J21.5	0.001706439325	6.558185e-05	0.0001281316615
RP11-646J21.4	0.005501243	0.02508789	0.010879761
RP11-646J21.3	4.8168375e-05	0.001781621	0.0001885205
RP11-646J21.2	0.00017233315	0.00276708175	0.123048181
CTB-10G5.1	0.0025310485	0.0013226344	0.0065986335
RP11-117O7.2	0.00025991435	0.0001551412	4.0798425e-05
AC092619.1	0.0001263185	0.00036503075	8.388931e-05
RP11-288K12.1	0.00634383485	4.1237518115e-05	1.62942305e-06
RNU6-585P	14.66965	9.7580855	13.686725
AC090044.2	0.00267149	0.3370494	0.001110888
SLC35C2	13.239665	15.060775	13.187875
SLC35C1	2.0872195	2.349259	2.0857505
RNA5SP523	11.56603	6.022292	7.9658345
RNA5SP522	8.4703825	14.92663	17.042485
RNA5SP521	8.252492	23.418655	6.5449925
RNA5SP520	19.210355	22.941265	18.888885
GNRHR2	5.607618	5.313613	7.25518
RP11-27P7.1	0.00055944395	0.0011149255	0.0007976198725
XG	0.09538771	0.144684115	0.04082976
RP11-461L18.1	3.068711e-05	1.02406329e-05	3.83299e-05
AC005022.1	0.02989757	0.0135380415	0.0227231955
RP11-21L23.2	0.30175835	0.27834285	0.3629953
C11orf88	0.14445955	0.18471015	0.1558053
C11orf89	0.00014969375	6.292945e-05	5.665615e-07
C11orf84	22.382305	21.453615	21.398685
AC013283.1	1.1958824	0.8157238	2.06264765
FAM90A23P	0.003702876	0.000728190775	0.0002065155
C11orf87	0.0055049385	0.002270752515	0.005626402
C11orf80	15.634345	14.9983	16.638805
C11orf82	8.069366	4.0863685	3.6331115
PCAT4	0.122885385	0.07259863	0.0122128635
AC010745.3	9.379605e-05	0.00179922183	0.00410513235
MUCL1	0.294427185	0.024141959	0.014385597
HAO2-IT1	0.0003517553	0.0011293185	0.0079337925
AC068896.1	2.237594	2.193646	1.511529
RP11-508P1.2	0.97774345	0.2225713	0.072479525
CRHR2	0.29767465	0.28475545	1.6890745
CRHR1	0.9050653	3.767997	3.333826
RN7SL794P	0.0023383355	0.00021264705	0.002256452
CTD-2200P10.1	1.2377985	2.1912365	2.458133
RN7SL20P	0.02833348	0.003519717	0.007756802
RP11-63A1.2	0.000382011445	0.000980054	0.000474778
RP11-63A1.1	0.16849795	0.006671533	0.17789441515
RNU1-33P	12.25424	13.006535	9.2665155
RP11-435F17.1	48.762845	53.971795	48.048515
ANKFN1	0.017582395	0.14142471	0.1144885
RP11-453O22.1	0.000311848	1.9980575e-05	2.11055e-06
LSM3P4	0.1157186325	0.128828823	0.1822106045
RP11-313E19.1	0.00116698785	0.000637656	0.0001901615
LSM3P3	19.76921	13.55651	17.92065
LSM3P2	5.873947	4.3780715	7.8632385
SCGB1D1	0.0001810368	0.0009500859985	0.000947506
RP11-467L19.11	3.071169	1.718268	2.889101
SCGB1D2	0.0001644595	0.0858239735	0.0016501245
SCGB1D4	0.0128817755	0.002398458	0.006256912
AC000362.1	0.0017871908	0.0002888631	1.44697205e-06
RP11-258B16.1	0.00566220691525	0.00012840345	2.84453396e-05
TBC1D3P5	0.77736715	0.7836556	0.6575984
TBC1D3P4	0.2838071	0.2410253	0.3254809
TBC1D3P7	9.422585e-05	0.002859091	0.0002337426
TBC1D3P6	0.00011088125	0.0001001928	0.00044965715
MRPS36P1	15.94551	11.408155	10.945015
TBC1D3P3	0.2844197	0.3422258	0.37963035
TBC1D3P2	2.8817205	3.5335715	3.453795
RP11-63B13.1	0.13819625	0.16429715	0.1646144
KRI1	17.91554	12.536805	13.21755
TECPR1	8.2797445	23.31648	26.372115
TECPR2	4.0717575	3.476313	2.7503315
FERP1	0.1679123	0.154237475	0.11621556
RP11-540B6.2	6.0982545	6.0934995	8.28638
CDY1	0.0013554845	0.000318895	0.0004033035
COQ5	25.264045	21.84064	23.194255
RP11-540B6.3	0.6961269	0.41987956	0.219931695
COQ4	9.8551135	7.9611425	5.8849715
AL008721.1	7.585342	7.5186265	6.9571935
AC036178.1	5.560842	9.9896345	6.217988
RP11-507B12.2	0.55860055	1.5011375	3.6642595
RP11-507B12.1	0.008192337	0.010930035	0.08390203
UBE2CP1	0.6718353	0.8017859	0.97311595
UBE2CP2	0.5945007	0.4841264	0.10441632
UBE2CP3	0.0013723666	0.0013590895	0.00053795485
UBE2CP4	2.9326805	2.1357745	4.040834
RP11-540B6.6	1.5240195	1.850588	2.846242
FPGS	21.24116	16.13264	17.317935
AC007435.1	10.3479985	7.481465	7.9626765
FAM108A9P	0.6721324	1.0277367	1.3040795
RP11-1149O23.3	0.288654	0.3220597	0.58208205
RP11-197K6.1	0.0006094645	0.0067187255	0.0025272865
RP11-428J1.4	0.070543995	0.050042435	0.022101405
RP11-428J1.5	0.64644175	0.95722595	0.5307321
RP11-392B6.1	0.0003275278	0.0004743795	0.051058985
AP000304.12	56.70104	31.835665	40.703215
RP11-428J1.2	52.933935	69.86709	68.651535
FCHO2	4.3228	7.2843505	8.678229
FCHO1	2.7024805	2.576268	2.878605
URAD	0.0001492309	0.17580185	0.0003652844
RP1-159G19.1	0.054625787	0.002297423	6.65436966e-05
AL161452.1	8.668392	20.63559	10.015888
CTD-2248H3.1	552.39045	628.335	598.45345
HCG4	0.0618016255	0.13384767	0.28120785
FOXN3-AS1	0.336324	0.1545161	0.043577045
RP11-342D11.3	1.015215e-05	0.000829299229	0.00051837265
RP11-342D11.2	0.056975245	0.074822715	0.167877965
DYNLL1P1	86.173555	43.770345	36.721925
XK	0.1947543	0.04245834	0.110618395
HCG9	12.135335	11.358685	11.464405
RP11-867G23.3	0.2942119	0.2442326	0.3039638
RP11-867G23.2	1.370028	0.15930455	0.90402765
RP11-867G23.1	0.55410475	0.47928335	0.3798124
AUP1	27.962525	36.659065	37.861215
RP11-666F17.2	0.001343269	0.0007221835	0.000179554935
RP11-666F17.1	8.389605e-05	0.0003577115866	4.256915e-06
RP11-867G23.9	0.0003443772275	0.002721618	9.1345289e-05
RP11-867G23.8	1.8136975	1.4717855	0.93670935
RP11-362K14.7	0.3324926	0.31904005	0.12958995
FOXN3-AS2	1.771006925e-05	8.22759605e-06	2.3759985e-06
HIST1H2AI	0.1820024	0.00394621	0.0567228623
RP11-419L4.1	0.0004824829	0.0003662135	8.29234e-05
CTD-2240H23.2	0.2682156	0.15429915	0.09019611
AP001596.6	0.2880709	0.20653885	0.1555021
C8orf12	0.000804925	0.00222459	0.0037194705
PNPO	1.6536845	1.9183405	1.413023
RP11-465I4.3	0.007757633	0.10678539	0.0016041425
C8orf17	0.07236161	0.0471883	0.09717716
RNU6-481P	7.104976	19.261055	14.19667
FAF2P1	0.03771956	0.08738318	0.172692
RP11-359N11.1	0.001151763	0.00647768645	0.0011406105
RP11-359N11.2	0.018974315	0.00028363025	0.010484401
AC073188.1	0.0069005985	0.000309428	0.00233883713
RP11-88L24.4	0.48865465	0.24045795	0.915188
RNU6-779P	15.0336	8.6505935	9.0683285
RP11-425I13.2	0.00058795185	0.0042584325	0.00046864875
RP11-425I13.3	2.000669	1.804153	1.3660265
RP11-425I13.1	141.84385	173.9677	167.6129
SKI	21.09607	34.080295	39.76109
C16orf89	0.136631815	0.27503765	0.46087475
WI2-2373I1.1	18.1476	18.211805	12.52126
WI2-2373I1.2	6.221355e-05	0.0002172248945	1.7612805e-06
AC092295.4	0.15348777	0.081878075	0.0786226635
C16orf80	25.088725	20.55415	20.83619
LIMCH1	2.768875	25.507555	2.6497765
C16orf82	0.0011087775	0.0011787985	0.0009063935
CLDND1	36.614325	47.016875	46.923305
C16orf87	12.48908	7.3014755	9.898202
CLDND2	1.795747	1.3182285	2.0875475
AC106053.1	0.00514957632	4.07863675e-05	2.5405735e-05
ZFAS1	91.436285	187.8641	203.88205
AC006272.1	0.52945445	0.4983866	1.572862
GEM	1.0181714	1.18423	1.6535725
RIC8B	4.397372	4.1333355	3.2625415
RIC8A	31.164915	43.25812	31.20345
RP4-810F7.1	0.02196247	0.0168291	0.0169876555
RP1-34B20.4	0.0591894855	1.9548159135	0.0003226502
RNU6-754P	3.152681	0.823263565	1.1653595
PCDHGA8	0.07572492	0.14853975	0.142389345
PCDHGA9	0.05955467	0.080877955	0.070339935
RP11-412B14.1	9.309249e-06	3.14399274e-05	7.1237315e-05
PCDHGA2	0.049416425	0.11548929	0.058783215
AC112721.1	0.0031860025	0.0010779995	0.00045454722
AC112721.2	0.0014717355	0.000777792205	4.19072e-05
PCDHGA1	0.044174875	0.17975405	0.0946023
PCDHGA6	0.100669155	0.2243102	0.18372175
PCDHGA7	0.03415763	0.045447595	0.044854935
PCDHGA4	0.0895247	0.02391384	0.077924765
PCDHGA5	0.029345315	0.1627621	0.07924168
RP11-662J14.1	0.0012408121	0.005551224	0.003628155
DPRXP7	0.00065781105	0.00059273515	5.668155e-05
AP001429.1	0.07423064	0.14439913	0.2902802
RP11-307C12.13	8.50623e-07	8.129804e-05	0.0002536269
PHF8	11.93212	9.4097715	12.6938
OR52J3	0.0003757245	6.896615e-06	1.303927e-06
PHF6	20.11089	13.376755	21.748445
PHF7	6.392445	5.383671	8.0191075
AL035045.1	12.453675	8.3302935	10.26438
PHF2	3.440259	3.840043	3.776922
PPT2	18.786825	17.19518	17.122045
RP11-313P13.5	0.5048584	0.3620562	0.118329
RP11-313P13.4	0.5082661	0.3017829	0.2800739
EIF2AP4	4.815385e-05	0.00037802015	8.39622e-05
C2CD4A	0.01158910985	0.0095638006	0.0115562695
C2CD4B	0.01268187615	0.02669205	0.026185125
C2CD4C	1.692014	0.9738089	0.7702644
C2CD4D	0.042582755	0.08045949	0.147770945
OR7E160P	0.3046594	0.0663861195	0.0782026735
RN7SL687P	0.229567476	0.161456407	0.180857123
WHSC1L1	14.887155	17.340365	33.817735
IGHV1OR15-6	0.0018837261	0.011848732	0.0003522445
RP11-500M8.7	0.0666358	0.06467654	0.06328286
RP11-500M8.6	3.7095605	4.675418	8.84285
RP11-500M8.4	0.00115111735	0.0018446288	0.0300653345
RNU7-27P	6.150347	9.9754745	9.7309335
AC006372.4	0.0001337355	8.284885e-05	0.0001890811
AC006372.5	0.001242239	0.009125286	0.0360160365
RP11-663P9.2	45.26483	36.27942	49.97913
RP11-663P9.1	0.0007196845	0.072043629934	0.0004226833
AC006372.1	0.0138306335	0.0218176196	0.04386609
BACH1-AS1	0.108663065	0.026690645	0.15019465
RPL29P7	56.344605	67.31534	72.729925
CTD-2044J15.2	0.82833685	1.094848	1.1777705
RPL29P2	54.408715	74.23973	83.276055
RPL29P3	14.0581	17.397182	23.022545
RPL26P9	0.0036028325	0.00015463636	0.0001278816
VARS2	11.649485	12.60271	12.41083
MIR3616	15.70882	12.532215	22.32827
CCDC162P	1.4785675	2.3019105	2.1092965
ATP5BP1	2.650818	1.9672245	1.9322585
RPS26	98.49558	121.45185	114.84725
RPS27	1345.395	1735.306	1794.0445
RPS24	1577.1935	1892.1585	2118.191
RPS25	681.3624	850.8742	915.20335
RPS23	1070.586	1410.299	1488.2295
RPS20	1217.6235	1392.432	1587.917
RPS21	571.41875	596.50245	608.5394
RPS28	385.61665	565.6114	447.5831
ATRN	4.2995795	4.300449	4.44365
MIR3117	14.212415	9.972608	10.3290905
OR1E2	0.0004830955	0.0001438055	0.000801601
OR1E3	0.0013508945	0.001590608	0.0002400775
OR1E1	3.24319e-05	0.00066834551	1.705203335e-05
PSMA2P2	2.5051425	2.291778	2.189157
ATRX	11.07053	8.5789005	10.250395
CHMP1A	18.44816	18.202785	15.62667
PSMA2P1	0.027844183525	0.000217809575	5.005595e-05
ARHGEF9-IT1	0.004673672	0.00549441	0.00085514723
AC106869.2	0.0079627	0.1323176	0.0110098105
PREB	23.30774	26.534965	28.47668
RNU6-703P	0.0021395699	0.4215743965	0.02827236
AL391416.1	6.436845	8.419637	8.934703
RP11-16L9.4	0.0004769695	0.00016764754	5.2484385e-05
PREP	10.263621	9.101842	8.525267
RP11-16L9.2	0.6082925	0.5760312	0.40577395
RP11-16L9.3	3.37711e-05	0.00011806041	3.476708505e-05
AC011242.6	0.0243317935	0.09403578	0.103543615
RP11-121A14.2	0.004600413	0.008725576	0.0004367461
RPL31P11	38.021165	46.051655	45.167595
RPL31P13	0.0092736815	0.006992522	0.002597221
RPL31P12	111.5591	160.84715	179.97775
RPL31P15	0.0034595735	0.2249169255	0.25489305
RP11-359N5.1	0.0004169843445	0.0005461045285	2.7200885e-05
RP11-65B23.3	0.26025965	0.2876919	0.17413915
AC016710.1	0.00167398795	0.0008076619415	9.879695e-06
CTNNAP1	3.2960355	3.76612	4.08891
MIEN1	9.246565	19.16959	18.580295
RNU7-122P	10.820455	6.3818025	10.301975
RP11-65D24.2	0.0018582895	0.011487771	0.0014521785
MESTP4	1.731381	5.857202	1.8354355
RP11-65D24.1	0.001521949469	0.003433175618	0.00083689255
MESTP1	7.056597	18.69225	5.646141
MESTP3	4.1435415	10.4872085	3.367227
RNU6-347P	9.208082	11.32662	9.314134
AC110792.1	10.522695	8.3765815	7.226483
CYCTP	0.0014854795	0.0013356495	8.642915e-05
A2ML1-AS1	0.0049355865	0.058522631	0.09713527
A2ML1-AS2	0.002180372	0.103270087	0.00069573924
RP5-1065J22.2	0.005338967	0.001697149645	0.0028179625
NBAS	8.23603	13.821825	13.19628
RP5-1065J22.4	10.036246	10.110586	18.626395
RP11-555K12.1	148.058	159.74445	167.22635
AC105081.1	10.877445	18.207625	12.19731
RNU6-831P	6.1716935	7.536537	8.899163
RP11-20J1.1	0.0063771765	0.0212326145	0.00065350895
LBX1-AS1	0.097357475	0.02017246	0.03465485
RNU6-533P	14.879	7.7701255	6.4937005
NIF3L1	21.65064	13.80094	14.96998
RP11-474O21.2	10.835815	13.970565	8.7422065
TMBIM6	194.725	243.38315	263.7154
TMBIM4	0.1490822	0.4436059	0.3231758
MIR3910-1	0.0763505755	0.20985985	0.37698345
TMBIM1	8.362155	38.044055	82.612595
AC133104.2	0.0149027965	0.059146055	0.023582385
DRD4	0.72798435	0.5917585	1.7186585
DRD5	0.05225828	0.04836263	0.0128715601
DRD2	0.4713783	0.5402813	0.3404203
DRD3	0.001524579	0.0065328175	0.002068616
DRD1	0.024910606	0.030506565	0.019034446
RP11-390P2.2	1.4854335	1.5669065	2.261132
WTAP	34.402725	18.41345	17.447885
RNU6-1225P	20.3639	8.2584285	10.2364995
RP11-1082A3.1	0.000285986	0.000136437885	0.0003716666985
AP000320.6	0.32421205	0.11812224	0.2793138
AP000320.7	0.2201136	0.2459333	0.217138945
SLC25A3P2	6.9003805	8.175005	7.2072035
SLC25A3P1	0.070201065	0.01732846	0.029823465
GLG1	40.072275	32.424525	48.577665
RP11-123N4.4	0.000419341805	4.2624625e-05	0.0001113874355
RP11-270F18.2	0.0013204065	0.0043335935	0.1075604735
RP11-1406H17.1	0.0559328475	0.07594169	0.012322937
RP11-556H2.4	0.00177266995	3.291103e-05	0.00033777365
RP11-415K20.1	241.0287	183.35085	170.15785
RNU6-378P	10.818335	4.200933	7.8005665
TTC9C	13.46581	18.044655	20.07393
TTC9B	0.034284159	0.09190979	0.015789802
LINC00152	2.4875445	22.995775	52.731425
NOSIP	29.202465	31.328445	33.450605
ST7-AS1	1.607455	0.92768025	0.7268137
ST7-AS2	0.06281617	0.06266078	0.0331499
GMDS-AS1	3.5446585	8.751277	7.770969
IGHV3-30-2	4.57495e-06	0.00140675287	0.0014559935
LINC00159	0.10053643	0.2939757	0.1397445
RP11-409K20.7	0.0016202277	0.005916959	0.0008943766
RP11-115E19.1	0.2572437	0.002821786	6.8119895e-05
RP4-758J24.5	0.8146798	0.6337362	0.7708732
RNU6-278P	9.1101135	10.502245	10.99258
ENTPD7	2.2177435	1.4415515	2.085618
ENTPD6	17.4557	14.33906	14.039945
ENTPD5	2.1415885	2.8535375	3.572202
ENTPD4	25.688245	23.93903	48.74897
ENTPD3	0.22950535	2.349873	0.1884595
ENTPD2	0.7039142	0.2797803	0.2560771
ENTPD1	1.6667555	15.19841	18.42474
RP11-471G13.2	3.081487	2.4626515	2.0511035
ENTPD8	0.2663306	0.26699145	0.131443855
SNAPC3	9.826783	10.404665	14.001115
SNAPC2	17.6665	19.125105	20.08433
SNAPC1	2.700765	3.1639365	3.8268055
RN7SL691P	0.0034834455	0.0016662635	0.00343196
RP11-1101H11.1	0.000954925555	0.07946520347	0.0499615185
SNAPC5	9.7480005	9.916878	8.3059125
SNAPC4	1.9107765	1.507436	1.610098
AC007163.3	0.0090846175	0.0007400585	4.547311e-05
AF224669.3	1.97419115e-05	0.00025725	0.0002189629
AC007163.6	0.093711395	0.09033687	0.0234455685
AC007163.9	2.0361065e-07	0.0015250305	7.36318e-06
AP003064.1	6.0000185	6.6620405	15.393995
AP003064.2	10.3421825	17.025035	15.367295
RSPH10B	0.97496345	1.0473075	1.247063
XIAP	20.96582	19.911675	17.375125
MIR3074	21.340715	8.500128	14.10547
RP11-446J19.1	0.00028555905	0.002652472	0.000466500915
RP11-429G19.3	0.51344055	0.2972289	0.2019176
CTC-510F12.6	0.058813745	0.066844385	0.030946445
CTC-510F12.4	0.00872423	0.1571877	0.08832082
CTC-510F12.2	0.481278	3.444645	5.719251
RN7SL818P	0.010993579	0.010325653	0.2062233675
HESX1	3.6729065	1.768538	2.4334925
MSANTD2P1	0.10867005	0.0280617205	0.04588064
ZFP14	2.138237	1.94654	2.224035
RP11-675P14.1	0.0010028065	0.001667829	0.0266030385
ZNRF3-IT1	0.00045306695	8.692035e-06	9.764151e-05
RP11-114M1.1	0.00013099955	0.0018950175	0.000433808845
RP11-114M1.2	0.000644892	0.000233461	0.0003329935
RP11-443B20.1	0.7809801	0.4433949	0.7432609
CAGE1	0.117385015	0.0446092825	0.083867115
PROCR	1.867398	49.931165	110.71385
ODF3	0.004943308	0.0120909605	0.002439491
ODF2	11.31459	11.444675	13.86553
ODF1	0.0061880735	0.00065317419	0.000588911
RP11-344L13.2	0.0006160495	5.0497445e-05	0.001251652185
RP11-344L13.1	0.000207392818	0.0008189140636	0.000118884671
ODF4	6.0685e-05	0.0004642903435	0.012826119
TPSP2	0.001550462	0.0021296035	0.042138845
RP11-37O16.7	0.000832886605	0.0001077075795	6.111869e-05
LINC00845	0.00054029032	0.00079545765	4.5058375e-05
LINC00844	1.51397165e-05	0.00135181	0.001825154
OR7E31P	1.406263	1.4159475	1.287912
LINC00846	0.15142825	0.113974795	0.115171975
LINC00841	0.000142103985	0.00013641734	0.0005520809
LINC00840	0.0003316254	1.354197e-07	1.900025e-07
LINC00843	4.656358	3.708188	4.3227245
LINC00842	0.85384395	1.94560735	0.03050679
ATP2B2-IT1	0.0053407745	0.00101245124845	7.5378945e-05
AC134878.1	17.634335	11.165905	10.43692
ATP2B2-IT2	0.0003881902	0.00094019396285	0.0001245167145
KIF3B	3.97087	3.146761	3.021026
KIF3C	12.7677	11.255435	14.918025
KIF3A	4.5467995	5.5803975	4.826337
RP11-864N7.2	530.698	645.72635	574.1724
RP11-864N7.1	0.001802593	0.009194439	0.0001608329
RP11-1143G9.2	0.111073065	0.089277905	0.2450578
RP11-412H9.1	0.2411261	0.07233333	0.09772053
TMEFF1	38.377785	15.916715	26.06498
TMEFF2	0.013828162	0.016974152	0.0106529935
RP11-412H9.2	0.0130810575	0.0053976985	0.001397867
RNU6-243P	7.1089265	10.97649	5.9271795
SDC4P	0.0002232453	0.003944408	0.0093089732
RP11-69I13.1	0.5320194	0.7430638	0.5898312
RN7SL529P	0.75828725	0.032192445	0.1263470085
AL354806.1	10.396195	7.069758	9.1476745
RP11-251P6.1	1.310737	1.05492765	0.7794962
CTD-2132H18.3	0.006087316	0.361964985	0.309227218
RP11-521M14.2	13.182305	9.3624745	8.990121
STAMBP	13.154345	13.19827	12.162295
RBBP4P4	8.724659	3.44234	3.853392
TLR10	0.22107305	0.156481045	0.2097904
AC005237.4	0.06805262	0.2051287	0.07502592
AC005237.2	0.020372545	0.008230273	0.8206599166
GSTP1P1	0.0010539595	0.00034334718	0.003328406
RP11-305P14.1	5.325835e-05	8.366085e-05	4.49087125e-05
MTND2P8	4.90347185e-05	1.5314155e-05	2.983849085e-05
MTND2P9	5.8717185	3.876058	3.1580685
MTND2P6	2.93154555e-05	0.0001566061	0.0002882877
MTND2P7	0.001523969	0.0001103055	0.00015685415
MTND2P4	0.0002689805	3.0057174e-06	0.00039709455
MTND2P5	1.556575e-05	0.00058093005	0.0157078055
MTND2P2	0.0004252028	5.1378e-06	3.012395e-07
MTND2P3	0.0009813995	5.12192613e-05	0.00071037015
SUCNR1	0.108036165	0.03120525	0.00238592195
